VideoID,Title,Publish_Date,Publish_Time,Day_of_the_week,Hour_of_the_day,Views,Likes,Dislikes,Comments,Engagement Rate,
OH09XTG9BNc,Social Media Marketing Interview Questions and Answers | Job Ready Interview,15-07-2021,14:25:10,Thursday,14.00,68669.00,1837.00,0.00,28.00,183700.00%,
8pxuW47swiE,Cross-Sell in Affiliate Marketing & How to Take Advantage 💸💰,15-07-2021,13:50:41,Thursday,13.00,7429.00,200.00,0.00,17.00,20000.00%,
WDsuyflJi9I,Show Loading Screen While Fetching Data in React JS | Weather App Project | React JS Tutorial #59,16-07-2021,08:25:17,Friday,8.00,8801.00,79.00,0.00,3.00,7900.00%,
TIoTZD-T2X0,45 Days Python Project Base Online Course - Starting 21st July 2021 | WsCube Tech,16-07-2021,10:38:26,Friday,10.00,1162.00,33.00,0.00,6.00,3300.00%,
NJ_JTzpjKE8,What are Modules in Python and How to Define Modules in Python with Examples,16-07-2021,14:25:10,Friday,14.00,157280.00,2849.00,0.00,73.00,284900.00%,
cBRAWZkg0yQ,What is Marquee Tag for Display News in Django | Complete Tutorial for Django,16-07-2021,13:50:41,Friday,13.00,18247.00,247.00,0.00,8.00,24700.00%,
xNcjgZEzgDc,Interview Question Series for Paid Ads | Most Important Video,16-07-2021,08:25:17,Friday,8.00,15138.00,406.00,0.00,8.00,40600.00%,
QcZkcPzvVy4,Recent Search Bar Filter in React JS | Complete Tutorial - in Hindi #60,17-07-2021,10:38:26,Saturday,10.00,2894.00,35.00,0.00,2.00,3500.00%,
vrCpsUMh368,What are Math Modules in Python - Explained with Examples  | Python Tutorial,17-07-2021,14:25:10,Saturday,14.00,85248.00,1608.00,0.00,33.00,160800.00%,
Y2oi7vUflfQ,Display News in Detail Page with Dynamic URL | Django Project - in Hindi #42,17-07-2021,13:50:41,Saturday,13.00,20373.00,261.00,0.00,7.00,26100.00%,
SZQNmfZzCkk,Digital Marketing Interview Questions and Answers | Top 20 Digital Marketing Interview Questions,17-07-2021,08:25:17,Saturday,8.00,27416.00,751.00,0.00,19.00,75100.00%,
0V8VTMol7Vc,What are Random Modules in Python - Explained with Examples  | Python Tutorial,19-07-2021,10:38:26,Monday,10.00,89477.00,1809.00,0.00,41.00,180900.00%,
HEXFq7LTdV8,Learn How to Reset Django Admin Password | Django Tutorials,19-07-2021,14:25:10,Monday,14.00,25518.00,312.00,0.00,12.00,31200.00%,
4_90ld_cY7k,Important Topics for Digital Marketing to Crack an Interview | Video for Freshers,19-07-2021,13:50:41,Monday,13.00,5889.00,249.00,0.00,18.00,24900.00%,
8L5ouHMrxR4,Research the Recent Searched Data in React JS | Search Filter Tutorial - in Hindi #61,20-07-2021,08:25:17,Tuesday,8.00,1649.00,19.00,0.00,2.00,1900.00%,
V9XGDk1oF3k,What are Datetime Modules in Python - Explained with Examples  | Python Tutorial,20-07-2021,10:38:26,Tuesday,10.00,80143.00,1487.00,0.00,21.00,148700.00%,
w1TEpfoAFQM,Explain Filter Work in Django | Django Filter Tutorial in Hindi,20-07-2021,14:25:10,Tuesday,14.00,28585.00,429.00,0.00,17.00,42900.00%,
aHfH15jaKCs,Perfect Pitching Process for Clients & Agencies (Overview) - Really Work,20-07-2021,13:50:41,Tuesday,13.00,27037.00,952.00,0.00,18.00,95200.00%,
emDOBzEplkM,Save Recent Searches in Local Storage | React JS Weather Project - in Hindi #63,21-07-2021,08:25:17,Wednesday,8.00,6012.00,54.00,0.00,5.00,5400.00%,
#NAME?,How to Create a Random Number Guessing Game Using Random Module in Python,21-07-2021,10:38:26,Wednesday,10.00,49982.00,813.00,0.00,34.00,81300.00%,
iUSYT31bcVI,What is Auto SlugField - Explained with Examples in Django,21-07-2021,14:25:10,Wednesday,14.00,22320.00,345.00,0.00,12.00,34500.00%,
5Gtcq-9FXSI,How to Create SEO Client Proposal? | Perfect Way | Full Tutorial,21-07-2021,13:50:41,Wednesday,13.00,49817.00,1550.00,0.00,53.00,155000.00%,
Zg0LY3Ah8l0,Understanding State and its Complexity in React JS | React JS Weather App Project  #64,22-07-2021,08:25:17,Thursday,8.00,1626.00,33.00,0.00,1.00,3300.00%,
gQp8ZyqIANs,"How to Create Rock, Paper, Scissor Game Using Random Module in Python",22-07-2021,10:38:26,Thursday,10.00,64729.00,1043.00,0.00,44.00,104300.00%,
pmePKWoj7iA,What is Pagination and How to Add Pagination in Django Project | Django Tutorial,22-07-2021,14:25:10,Thursday,14.00,31061.00,414.00,0.00,16.00,41400.00%,
yIDcoSOitmk,SMO Proposal - Right Way to Create SMO & SMM Client Proposals with Template,22-07-2021,13:50:41,Thursday,13.00,17610.00,546.00,0.00,16.00,54600.00%,
WtZSkAGHH7U,Setting up Reducer and Store in React JS | Complete React Tutorial #65,23-07-2021,08:25:17,Friday,8.00,2708.00,39.00,0.00,3.00,3900.00%,
Kcds00lK4Dw,What is Pickle Module | Complete Introduction to Pickle Module with Examples,23-07-2021,10:38:26,Friday,10.00,52565.00,834.00,0.00,26.00,83400.00%,
gTmSRxr5YKI,Explain Last Page Pagination & Number Counter Logic in Django | Django Tutorial,23-07-2021,14:25:10,Friday,14.00,12614.00,196.00,0.00,8.00,19600.00%,
Ff9nHGNo7YA,Complete 360 Digital Marketing Proposal | Step-by-Step Guide,23-07-2021,13:50:41,Friday,13.00,44508.00,1084.00,0.00,25.00,108400.00%,
giF_8a5l1dE,Create Dispatching Action in React JS | Complete Tutorial - in Hindi #66,24-07-2021,08:25:17,Saturday,8.00,3093.00,32.00,0.00,4.00,3200.00%,
tKYefJqtvCA,What is JSON & How to Create JSON Files in Python | Python Tutorials,24-07-2021,10:38:26,Saturday,10.00,63361.00,1136.00,0.00,37.00,113600.00%,
WSJFj25wHd4,How to Save Form Data to Database | Django Model Form Tutorial | Django Tutorial,24-07-2021,14:25:10,Saturday,14.00,83408.00,1036.00,0.00,38.00,103600.00%,
#NAME?,Free Certificate: All Digital Marketing Related Google Certificates - Latest Certificates,24-07-2021,13:50:41,Saturday,13.00,47772.00,1561.00,0.00,60.00,156100.00%,
sQyT2wHgyec,Create Subscription in React JS | Complete Video - in Hindi #67,25-07-2021,08:25:17,Sunday,8.00,5589.00,61.00,0.00,2.00,6100.00%,
mVX5SsK1jNE,Tutorial for Converting JSON Data to Python Object | Python Tutorial,25-07-2021,10:38:26,Sunday,10.00,36155.00,507.00,0.00,16.00,50700.00%,
1KZlHAOSSbc,Learn How to Upload a File with FileField in Django Model | Django Tutorial,25-07-2021,14:25:10,Sunday,14.00,49147.00,486.00,0.00,26.00,48600.00%,
jUJ1VBagMWM,Free & Paid Tools for Digital Marketing | Digital Marketing All Tools Tutorial,25-07-2021,13:50:41,Sunday,13.00,39159.00,1799.00,0.00,33.00,179900.00%,
noHBXSFb9Ts,Connect React to Redux | React JS | Complete Tutorial - in Hindi #68,26-07-2021,08:25:17,Monday,8.00,3057.00,40.00,0.00,4.00,4000.00%,
n3VFIqpDH6o,How to Read and Write JSON File in Python | Complete Tutorial,26-07-2021,10:38:26,Monday,10.00,50996.00,721.00,0.00,21.00,72100.00%,
Iz6zkRcwEBI,How to Display Uploaded Image in the Template in Django | Django Tutorial,26-07-2021,14:25:10,Monday,14.00,44994.00,376.00,0.00,17.00,37600.00%,
mOOwaolgV0w,Free Learning: Facebook Certifications for Digital Marketing - Latest Certificates,26-07-2021,13:50:41,Monday,13.00,50288.00,1105.00,0.00,25.00,110500.00%,
AcJwgqvZnkI,Connect React JS to Store | Complete Tutorial - in Hindi #69,27-07-2021,08:25:17,Tuesday,8.00,4643.00,52.00,0.00,6.00,5200.00%,
bjM1JjGzvb8,What is Object Oriented Programming in Python - OOPS in Python | Complete Tutorial,27-07-2021,10:38:26,Tuesday,10.00,157344.00,2552.00,0.00,48.00,255200.00%,
vFmHtU-Ml94,Free Certificate: Hubspot Certifications for Digital Marketing - Hubspot Academy,27-07-2021,14:25:10,Tuesday,14.00,44827.00,1280.00,0.00,59.00,128000.00%,
cy2IyjVY7ME,Dispatching Actions from within the Component | Complete Tutorial 70,28-07-2021,13:50:41,Wednesday,13.00,3354.00,45.00,0.00,7.00,4500.00%,
qz_bnx84Xe0,Methods and Constructors of Object Oriented Programming (OOPS) in Python,28-07-2021,08:25:17,Wednesday,8.00,83749.00,1310.00,0.00,35.00,131000.00%,
Eq-yg1C0v5Q,How to Sending Email in Django Project | Complete Tutorial for Beginners,28-07-2021,10:38:26,Wednesday,10.00,57284.00,676.00,0.00,43.00,67600.00%,
Tgrgpf4GvYE,High Conversion: How & Why to Optimize your Pages for Conversion | Check Checklist,28-07-2021,14:25:10,Wednesday,14.00,6429.00,309.00,0.00,18.00,30900.00%,
PAYF4mvb2Ws,"What is Middleware? | Global, Route & Groups Middleware | Laravel 8 Tutorial for Beginners #34",29-07-2021,13:50:41,Thursday,13.00,48463.00,586.00,0.00,15.00,58600.00%,
w2jV9qZ6PGo,What is Inheritance in Python |  Object Oriented Programming in Python,29-07-2021,08:25:17,Thursday,8.00,87670.00,1554.00,0.00,27.00,155400.00%,
tE8ltYH9UhA,Explain HTML Content and What is Email Multi Alternatives Function | Django Tutorial,29-07-2021,10:38:26,Thursday,10.00,23243.00,322.00,0.00,65.00,32200.00%,
GFl9treG81g,Route Middleware in Laravel | Complete Middleware Tutorial - Hindi #35,30-07-2021,14:25:10,Friday,14.00,30051.00,384.00,0.00,16.00,38400.00%,
3V90qEND-1o,What is Encapsulation in Python |  Object Oriented Programming in Python,30-07-2021,13:50:41,Friday,13.00,79457.00,1072.00,0.00,29.00,107200.00%,
#NAME?,Keyword Research for Ecommerce Website/Online Store | Ecommerce SEO,30-07-2021,08:25:17,Friday,8.00,36619.00,1229.00,0.00,35.00,122900.00%,
Tufla8KMz9k,What is Getter and Setter Method in Python | OOPS Python Tutorial,31-07-2021,10:38:26,Saturday,10.00,58325.00,891.00,0.00,25.00,89100.00%,
vII3oWWyXrs,3 Reasons E-Commerce Websites Need a Blog | Benefits of E-Commerce Blogs,31-07-2021,14:25:10,Saturday,14.00,12437.00,387.00,0.00,10.00,38700.00%,
Q24bbCFPTDo,Groups Middleware in Laravel | Complete Middleware Tutorial - Hindi #36,01-08-2021,13:50:41,Sunday,13.00,19011.00,232.00,0.00,10.00,23200.00%,
drb9efyRMOM,What is Polymorphism in Python | Object Oriented Programming | Python Tutorial,01-08-2021,08:25:17,Sunday,8.00,91305.00,1525.00,0.00,26.00,152500.00%,
Zp_RWLJe5zY,What is Content Writing for Beginners? Skills Required & Content Writing Jobs Explained,01-08-2021,10:38:26,Sunday,10.00,341142.00,7469.00,0.00,151.00,746900.00%,
Ttb9kM0zwHU,Ecommerce SEO: Complete Optimize Ecommerce Category/Product Page,01-08-2021,14:25:10,Sunday,14.00,20774.00,636.00,0.00,25.00,63600.00%,
CXuZ1_IDT8s,What is Git | Complete Tutorial for Beginners in Hindi | GIT,01-08-2021,13:50:41,Sunday,13.00,37468.00,774.00,0.00,29.00,77400.00%,
mYNVbuzA7sk,What are Overloading  and Overriding Methods in Python | Complete Tutorial,02-08-2021,08:25:17,Monday,8.00,67472.00,1165.00,0.00,23.00,116500.00%,
FGbrhOeayOc,Difference Between Creative Writing and Content Writing | All Differences Explained,02-08-2021,10:38:26,Monday,10.00,111532.00,2437.00,0.00,41.00,243700.00%,
mMFhcmZj8JM,Right Way to Create the Category PAGE URL in the E-Commerce Website,02-08-2021,14:25:10,Monday,14.00,4676.00,157.00,0.00,12.00,15700.00%,
LiYYfDcYvbM,How to Install GIT and Initial Setup - Tutorial for Beginners,02-08-2021,13:50:41,Monday,13.00,15749.00,248.00,0.00,11.00,24800.00%,
CXsJ-LGKjpE,Create Custom Artisan Command in Laravel | Laravel 8 Complete Tutorial #37,03-08-2021,08:25:17,Tuesday,8.00,17188.00,169.00,0.00,5.00,16900.00%,
rkgm4uIUnOI,What is Bike Rental System - Python Project | Complete Tutorial,03-08-2021,10:38:26,Tuesday,10.00,49983.00,807.00,0.00,33.00,80700.00%,
P-k6imDLb_c,9 Main Types of Content Writing & Skills Required | Different Types of Content Explained,03-08-2021,14:25:10,Tuesday,14.00,85991.00,1715.00,0.00,43.00,171500.00%,
xp2YTPAcAZ4,Concept of Dynamic Titles & Descriptions in Ecommerce Website,03-08-2021,13:50:41,Tuesday,13.00,6804.00,219.00,0.00,6.00,21900.00%,
W1gDFupbCUg,What are Three Stage Architecture in Git | Complete Tutorial,03-08-2021,08:25:17,Tuesday,8.00,12502.00,236.00,0.00,5.00,23600.00%,
9cduPLxZ-RA,Route Model Binding in Laravel | Complete Laravel 8 Tutorial - Hindi #38,04-08-2021,10:38:26,Wednesday,10.00,20023.00,241.00,0.00,45.00,24100.00%,
UfX9HS6mfT8,How to Secure Yourself Safe - Ethical Hacking #shorts,04-08-2021,14:25:10,Wednesday,14.00,17171.00,1665.00,0.00,17.00,166500.00%,
htFhMU4COSo,What are Python Errors and Built-in-Exceptions | Complete Python Tutorial,04-08-2021,13:50:41,Wednesday,13.00,35819.00,531.00,0.00,5.00,53100.00%,
kUWTHt6fNOo,"Fundamentals of Content Writing & Basics | Plagiarism, Readability, Grammar, SEO & More",04-08-2021,08:25:17,Wednesday,8.00,70893.00,1756.00,0.00,61.00,175600.00%,
7Z8T4ddBVEg,Concept of Breadcrumbs & its Optimization of Ecommerce Website | Ecommerce SEO,04-08-2021,10:38:26,Wednesday,10.00,11047.00,225.00,0.00,9.00,22500.00%,
mRODOdgxXdk,How to Start Your First Project on GIT | Step-by-Step Guide | GIT,04-08-2021,14:25:10,Wednesday,14.00,27279.00,450.00,0.00,10.00,45000.00%,
fR8JUR3VEPU,What are Exception Handling in Python | Python Tutorial for Beginners,05-08-2021,13:50:41,Thursday,13.00,70962.00,1138.00,0.00,29.00,113800.00%,
t29PYnr0le8,"What is Blog Post? Benefits of Blogpost, Word Count, Core Elements Explained",05-08-2021,08:25:17,Thursday,8.00,49791.00,950.00,0.00,22.00,95000.00%,
g5CqkC_ctzU,eCommerce Optimization Guide: Important Steps to Boost Revenue - Complete Video,05-08-2021,10:38:26,Thursday,10.00,2457.00,94.00,0.00,8.00,9400.00%,
-7PFlcv1leo,Which VPN is Best/Safest? - Virtual Private Networks #shorts,06-08-2021,14:25:10,Friday,14.00,503747.00,17843.00,0.00,46.00,1784300.00%,
ng8L5n6r4kw,What is SQLite (DB Create and Connection) & How to Create Table in Python,06-08-2021,13:50:41,Friday,13.00,84441.00,1040.00,0.00,24.00,104000.00%,
Qf-lW5AnTVU,8 Different Types of Blogposts & Articles Every Content Writer Must Know,06-08-2021,08:25:17,Friday,8.00,46976.00,1041.00,0.00,28.00,104100.00%,
TR1xDrNHAqA,Schema Markup for E-Commerce Websites: Improve Your SEO - Complete Video,06-08-2021,10:38:26,Friday,10.00,12582.00,256.00,0.00,16.00,25600.00%,
Q8r6tnH74iI,How to Install DB Browser for SQLite in Windows | Python Tutorial,07-08-2021,14:25:10,Saturday,14.00,33262.00,404.00,0.00,10.00,40400.00%,
#NAME?,How to Write a Blog Post? Full Article Writing Tutorial for Beginners,07-08-2021,13:50:41,Saturday,13.00,99016.00,2229.00,0.00,60.00,222900.00%,
dDOmUjuz6NU,SEO Success Blueprint: How to Easily Rank #1 on Google | Step-by-Step Guide,07-08-2021,08:25:17,Saturday,8.00,12048.00,579.00,0.00,21.00,57900.00%,
gEWmMAGW4wA,Digital Marketing Full Course for Beginners in 2 HOURS [No Experience Needed] - FREE,08-08-2021,10:38:26,Sunday,10.00,1662825.00,42907.00,0.00,688.00,4290700.00%,
X2wDnnZY0d4,Insert Query - How to Store Data in Database | Python Tutorial,09-08-2021,14:25:10,Monday,14.00,32457.00,427.00,0.00,14.00,42700.00%,
rQqHart55lc,How to Write Content for Website? What is Web Content Writing? Full Tutorial,09-08-2021,13:50:41,Monday,13.00,156688.00,3157.00,0.00,116.00,315700.00%,
RqEDaNkdcgE,"How to Create SEO Proposals, Reporting, Templates & Sheets!! - A Complete Guide",09-08-2021,08:25:17,Monday,8.00,37444.00,1071.00,0.00,64.00,107100.00%,
KOW2oVbjfVg,What is Clone in Git and How to Cloning a Remote Git Repository from GitHub,09-08-2021,10:38:26,Monday,10.00,12446.00,232.00,0.00,9.00,23200.00%,
aRIFXl1Rw_k,Select Query - Order By & Limit in Python SQLite | Python Tutorial,11-08-2021,14:25:10,Wednesday,14.00,18614.00,225.00,0.00,13.00,22500.00%,
hIiSJ3qSsZo,What is SEO Content Writing for Beginners? SEO Writing Introduction in Simple Terms,11-08-2021,13:50:41,Wednesday,13.00,86834.00,1883.00,0.00,33.00,188300.00%,
lqrsNVvokYs,Google Analytics 4 (GA4) vs Universal Analytics - What is New?,11-08-2021,08:25:17,Wednesday,8.00,35738.00,769.00,0.00,31.00,76900.00%,
Adb-XHiwbqA,What is GIT Ignore File | Introduction to GIT | GIT Tutorial,11-08-2021,10:38:26,Wednesday,10.00,10578.00,192.00,0.00,6.00,19200.00%,
tCfL5NGaUFU,Delete Query - Delete Query in Python SQLite | Python Tutorial,12-08-2021,14:25:10,Thursday,14.00,13657.00,177.00,0.00,9.00,17700.00%,
VuBC6RNTw9I,SEO Content Writing Tutorial | How to Write SEO-friendly Article for 1st Page Ranking?,12-08-2021,13:50:41,Thursday,13.00,106981.00,3024.00,0.00,96.00,302400.00%,
9tuGHb9SNLs,Install Google Analytics 4 (GA4) on Website with Tag Manager - Complete Guide,12-08-2021,08:25:17,Thursday,8.00,44740.00,643.00,0.00,27.00,64300.00%,
CqIjVpkxc8I,"What is the Difference Between Commits, Staging Area & Working Directory | Git Tutorial",12-08-2021,10:38:26,Thursday,10.00,6083.00,142.00,0.00,6.00,14200.00%,
xCTk3q-gg70,What are Bootstrap Grid and Column System | Bootstrap 5 Tutorials,13-08-2021,14:25:10,Friday,14.00,64909.00,1231.00,0.00,55.00,123100.00%,
vvOX83gCk2Q,What is Update Query in SQLite with Examples | Python Tutorial,13-08-2021,13:50:41,Friday,13.00,12818.00,160.00,0.00,7.00,16000.00%,
9z3mwfLNpKI,Copywriting for Beginners: What is Copywriting? Full Tutorial With Copy Writing Tools,13-08-2021,08:25:17,Friday,8.00,38182.00,996.00,0.00,15.00,99600.00%,
hTAychmYXIU,What is Measurement ID in GA4? Find your Google Analytics 4 property Measurement ID,13-08-2021,10:38:26,Friday,10.00,12751.00,171.00,0.00,7.00,17100.00%,
0RyaZjvCYqE,What is GIT File Status Lifecycle | GIT Tutorials for Begginers in Hindi,13-08-2021,14:25:10,Friday,14.00,6240.00,162.00,0.00,4.00,16200.00%,
bgC2CtKhB_U,What is Auto Column Layout in Bootstrap 5 - Step-by-Step Guide | Bootstrap 5 Tutorials,14-08-2021,13:50:41,Saturday,13.00,25093.00,446.00,0.00,19.00,44600.00%,
z66E6QHeQBs,What is SQLite WHERE Clause | Explained Step-by-Step with Examples | Python Tutorials,14-08-2021,08:25:17,Saturday,8.00,12031.00,152.00,0.00,2.00,15200.00%,
NJpuBNdie8k,"9 Pro Copywriting Tips, Formulas & Strategies Used by Top Copywriters",14-08-2021,10:38:26,Saturday,10.00,21683.00,641.00,0.00,18.00,64100.00%,
ZqexpbjZNPQ,स्वतंत्रता दिवस की हार्दिक शुभकामनाएं WsCube Tech की और से भारत वासियों को | 15 August Special,15-08-2021,14:25:10,Sunday,14.00,2248.00,102.00,0.00,10.00,10200.00%,
BdwXkvHDFbU,SQLite JOIN with Examples | Python Complete Tutorial #68,16-08-2021,13:50:41,Monday,13.00,14990.00,188.00,0.00,7.00,18800.00%,
fC9sbrN33To,"Social Media Content: Full Introduction with Types, Importance & Content Strategy",16-08-2021,08:25:17,Monday,8.00,30960.00,681.00,0.00,14.00,68100.00%,
G_bVngx529Y,Free💯: Complete Social Media Optimization (SMO) Course in 4 Hours | Digital Marketing Course,16-08-2021,10:38:26,Monday,10.00,1021766.00,24262.00,0.00,313.00,2426200.00%,
C2S39ZrZCU4,Row Column Classes in Bootstrap 5 | Bootstrap 5 Tutorials for Beginners,17-08-2021,14:25:10,Tuesday,14.00,44914.00,597.00,0.00,11.00,59700.00%,
1r_84h740vU,How to Install XAMPP on Windows - Complete Tutorial for Beginners,17-08-2021,13:50:41,Tuesday,13.00,18835.00,246.00,0.00,14.00,24600.00%,
vOKtzhDlN8w,10+ Killer Social Media Content Creation Tips for Writing High Engagement Posts,17-08-2021,08:25:17,Tuesday,8.00,34146.00,880.00,0.00,19.00,88000.00%,
wE92ym0Zx6A,Gutter Class in Bootstrap 5 Kya Hai? | Bootstrap 5 Tutorials for Beginners,18-08-2021,10:38:26,Wednesday,10.00,26377.00,416.00,0.00,15.00,41600.00%,
#NAME?,How to Create MySQL Database & Connection in Python | python Tutorials,18-08-2021,14:25:10,Wednesday,14.00,44320.00,514.00,0.00,54.00,51400.00%,
n3U-VgG5Zd4,What is eBook Writing? Role & Benefits of eBooks in Digital Marketing With Examples,18-08-2021,13:50:41,Wednesday,13.00,21027.00,440.00,0.00,9.00,44000.00%,
1PySXMhsRKQ,How to Skip the Staging Area and Directly Commit in Git | Git Tutorial,18-08-2021,08:25:17,Wednesday,8.00,4619.00,91.00,0.00,4.00,9100.00%,
3eSNDom4Nds,Text Related Class in Bootstrap | Bootstrap 5 Complete Tutorial,19-08-2021,10:38:26,Thursday,10.00,22827.00,360.00,0.00,5.00,36000.00%,
al_--zg3sgw,What are MySql Data Types - Explained with Examples | Tutorial for Beginners,19-08-2021,14:25:10,Thursday,14.00,21324.00,296.00,0.00,5.00,29600.00%,
Ox3EiEHWJyM,How to Write an eBook and Make Money? Full Tutorial to Create an eBook,19-08-2021,13:50:41,Thursday,13.00,40467.00,1085.00,0.00,24.00,108500.00%,
dhOYEuonLoM,How to Unstaging and Unmodifying Files in GIT | Tutorial For GIT,19-08-2021,08:25:17,Thursday,8.00,4583.00,99.00,0.00,4.00,9900.00%,
Ymg5E9r_sP0,How to Create Table in MySql Python | Python Tutorial for Beginners,20-08-2021,10:38:26,Friday,10.00,18977.00,246.00,0.00,12.00,24600.00%,
zxEtzZhkvaE,eCommerce Product Description Writing | Good vs Bad Descriptions Examples,20-08-2021,14:25:10,Friday,14.00,22880.00,477.00,0.00,11.00,47700.00%,
6XuSkP-W7S0,What is Email Marketing? Benefit of Email Marketing & Why it is Important,20-08-2021,13:50:41,Friday,13.00,103263.00,2677.00,0.00,50.00,267700.00%,
GV883hUhPTo,Learn How to Rename and Moving a File in GIT | GIT Tutorial for Begginers,20-08-2021,08:25:17,Friday,8.00,4383.00,87.00,0.00,7.00,8700.00%,
Od8gmQQUAsg,What are Utility Classes (Spacing) | Padding & Margin Classes in Bootstrap 5 Tutorial,21-08-2021,10:38:26,Saturday,10.00,20590.00,367.00,0.00,13.00,36700.00%,
WC9LTbAEJUc,Complete Content Marketing Course 2023 | Learn What is Content Marketing & How to Do It?,21-08-2021,14:25:10,Saturday,14.00,727320.00,6943.00,0.00,150.00,694300.00%,
0nrwPrcKTwY,What is Insert Query in MySql using Python | Python Tutorial,23-08-2021,13:50:41,Monday,13.00,13471.00,176.00,0.00,8.00,17600.00%,
p_pZGRtSZI0,How to Write Product Descriptions That Sell? Writing Good Description With Example,23-08-2021,08:25:17,Monday,8.00,28473.00,633.00,0.00,18.00,63300.00%,
uTIr-OuVJic,Free & Paid Tools for Email Marketing | Email Marketing All Tools Tutorial,23-08-2021,10:38:26,Monday,10.00,71964.00,1671.00,0.00,33.00,167100.00%,
gj-OOEtPnP4,What are Background & Gradients Classes in Bootstrap 5 | Bootstrap 5 Tutorial,24-08-2021,14:25:10,Tuesday,14.00,19719.00,228.00,0.00,6.00,22800.00%,
Z4TS22YcWXo,What is Select Query in MySql Using Python | Python Tutorial,24-08-2021,13:50:41,Tuesday,13.00,11857.00,140.00,0.00,7.00,14000.00%,
DxgqbqtoNQk,"What is Press Release? Writing, Types, and Benefits of Press Release (With Example)",24-08-2021,08:25:17,Tuesday,8.00,43399.00,827.00,0.00,9.00,82700.00%,
_c3Mkx_ia28,"MailChimp Free Access: Account Setup, Free Templates, Run Campaign & More [Complete Guide]",24-08-2021,10:38:26,Tuesday,10.00,144978.00,2690.00,0.00,65.00,269000.00%,
L_yllyFHeVo,What are Border & Border Radius Classes in Bootstrap 5 - Explained with Examples,25-08-2021,14:25:10,Wednesday,14.00,16345.00,233.00,0.00,11.00,23300.00%,
h4x4YBr7t6g,What is Delete Query in MySql Using Python | Python Tutorial,25-08-2021,13:50:41,Wednesday,13.00,8330.00,109.00,0.00,3.00,10900.00%,
72heribshX4,How to Write a Press Release (PR)? Full Guide With Press Release Writing Tips & Example,25-08-2021,08:25:17,Wednesday,8.00,60696.00,1195.00,0.00,17.00,119500.00%,
tOfvqFQKwVM,Most Important Email Marketing Myths you Should Know About it | Myths & Facts,25-08-2021,10:38:26,Wednesday,10.00,19853.00,416.00,0.00,18.00,41600.00%,
QNcOIX0chjQ,How to Change Text Color Class in Bootstrap 5 | Bootstrap 5 Tutorial,26-08-2021,14:25:10,Thursday,14.00,19488.00,227.00,0.00,10.00,22700.00%,
ZNtYKfBuFsk,What is Update Query in MySql Using Python | Python Tutorial,26-08-2021,13:50:41,Thursday,13.00,9351.00,122.00,0.00,6.00,12200.00%,
JQl-TYiTIw8,What are Frequently Asked Questions (FAQs)? Benefits of FAQ Page on Website,26-08-2021,08:25:17,Thursday,8.00,12688.00,259.00,0.00,15.00,25900.00%,
OvNfU2flV7A,"Email Automation: How to Do It, Benefits, Tools, & Examples (It's Successfully Work)",26-08-2021,10:38:26,Thursday,10.00,43335.00,933.00,0.00,28.00,93300.00%,
Ic0ezwzrXTg,How to make an Image Responsive in Bootstrap 5 | Bootstrap 5 Complete Tutorial,27-08-2021,14:25:10,Friday,14.00,40689.00,559.00,0.00,12.00,55900.00%,
qiCfQw-pn6U,🎉 WsCube Tech - Team Outing 2021 | Team Building Activities,27-08-2021,13:50:41,Friday,13.00,5092.00,188.00,0.00,14.00,18800.00%,
cHAHssIIY40,What is Order by and Limit in MySql Python | Python Tutorial,27-08-2021,08:25:17,Friday,8.00,7472.00,101.00,0.00,2.00,10100.00%,
Wby4qf8PU6g,How to Write Impactful FAQs for Website? Frequently Asked Questions (FAQ) Writing Tutorial,27-08-2021,10:38:26,Friday,10.00,19758.00,374.00,0.00,8.00,37400.00%,
umLy568XVLs,How to Build an Email List Fast [FREE] - Lead Magnet (it's Really Work),27-08-2021,14:25:10,Friday,14.00,23907.00,538.00,0.00,20.00,53800.00%,
jwc3YT0qyfw,What are Clear and Float Classes in Bootstrap 5 - Explained with Examples,28-08-2021,13:50:41,Saturday,13.00,11959.00,200.00,0.00,4.00,20000.00%,
KrlHT1HasJ8,Learn Searching and Filter Data in Python MySql | Python Tutorial,28-08-2021,08:25:17,Saturday,8.00,12311.00,164.00,0.00,6.00,16400.00%,
3VAHn1o1m7Q,10 Important Types of Emails in Digital Marketing & Business | Role of Email Marketing,28-08-2021,10:38:26,Saturday,10.00,20965.00,475.00,0.00,10.00,47500.00%,
3Ey9SlJiw-0,"ActiveCampaigns Free Access: Account Setup, Free Templates, Run Campaign & More [Complete Guide]",28-08-2021,14:25:10,Saturday,14.00,19529.00,435.00,0.00,17.00,43500.00%,
Rgvzt0D8bR4,Ethical HACKING Full Course in 10 HOURS (Beginners to Pro) | Learn Ethical Hacking 2025,29-08-2021,13:50:41,Sunday,13.00,22545031.00,587547.00,0.00,7414.00,58754700.00%,
J94vaPt1aZk,What is JOINS in Python Mysql | MYSQL JOINS Tutorial for Beginners,30-08-2021,08:25:17,Monday,8.00,8820.00,121.00,0.00,4.00,12100.00%,
_UT1doY9YMc,How to Write an Email Professionally? Business Email Writing Tips With Examples,30-08-2021,10:38:26,Monday,10.00,257714.00,4878.00,0.00,45.00,487800.00%,
